node_id,node_attr,node_uri
79529,can we monitor adaptation of juvenile goats to a new social environment through continuous qualitative behaviour assessment?,http://orkg.org/orkg/resource/R171670
79857,2004.05150v2.pdf,https://arxiv.org/abs/2004.05150v2.pdf
80032,data-driven research,http://orkg.org/orkg/resource/R217428
80088,"boundary spanning, community empowerment","boundary spanning, community empowerment"
80118,health-related quality of life of latin-american immigrants and spanish-born attended in spanish primary health care: socio-demographic and psychosocial factors,http://orkg.org/orkg/resource/R170932
80143,2021.emnlp-main.763.pdf,https://aclanthology.org/2021.emnlp-main.763.pdf
80173,measuring semantic similarity across eu gdpr regulation and cloud privacy policies,http://orkg.org/orkg/resource/R283626
80205,2006jd007712,doi:10.1029/2006JD007712
80329,electronic medical records,http://orkg.org/orkg/resource/wikidata:Q81555350
80330,10.3969/j.issn.0258-8021.2011.02.014.,http://orkg.org/orkg/resource/R281031
80331,working around bgp: an incremental approach to improving security and accuracy in interdomain routing.,http://orkg.org/orkg/resource/R193194
80448,geographic resolution,http://orkg.org/orkg/resource/R137240
80618,circular public procurement,http://orkg.org/orkg/resource/R270015
80649,environmental procurement,http://orkg.org/orkg/resource/R270007
80955,investigating user experiences through animation-based sketching,http://orkg.org/orkg/resource/R164405
80974,neural correlates of conflict between gestures and words: a domain-specific role for a temporal-parietal complex,http://orkg.org/orkg/resource/R171333
81098,threats to validity,http://orkg.org/orkg/resource/R216305
81102,surveillance and seroepidemiology,http://orkg.org/orkg/resource/R150188
81315,s12859-017-1775-9.pdf,https://bmcbioinformatics.biomedcentral.com/track/pdf/10.1186/s12859-017-1775-9.pdf
81450,incorporating a local translation mechanism into non-autoregressive translation,http://orkg.org/orkg/resource/R129742
81504,the prevalence of distress and depression among women in rural sichuan province,http://orkg.org/orkg/resource/R171215
81522,pssalib: the partial-propensity stochastic chemical network simulator,http://orkg.org/orkg/resource/R168687
81583,this comparison has explored different existing flood ontologies. ,This comparison has explored different existing flood ontologies. 
81591,journal.pone.0180498,10.1371/journal.pone.0180498
81628,using linked open data to improve the search of open educational resources for engineering students,http://orkg.org/orkg/resource/R74455
81995,johns hopkins university center for systems science and engineering dong et al. (2020),Johns Hopkins University Center for Systems Science and Engineering Dong et al. (2020)
82037,journal.pone.0149395,10.1371/journal.pone.0149395
82316,smart research using linked data - sharing research data for integrated water resources management in the lower jordan valley,http://orkg.org/orkg/resource/R215888
82348,dynamic vegetation model,http://orkg.org/orkg/resource/R9178
82353,journal.pcbi.1004330,10.1371/journal.pcbi.1004330
82354,systematically introduce the existing state-of-the-art approaches and a variety of applications,http://orkg.org/orkg/resource/R75092
82382,nlp4re19_paper11.pdf,http://ceur-ws.org/Vol-2376/NLP4RE19_paper11.pdf
82618,contribution 	denoising autoencoders (non-autoregressive),http://orkg.org/orkg/resource/R129774
82628,record.uri?eid=2-s2.0-85068332818&doi=10.1007%2f978-3-030-23207-8_72&partnerid=40&md5=4278f8da26912363efe7b220b4848093,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068332818&doi=10.1007%2f978-3-030-23207-8_72&partnerID=40&md5=4278f8da26912363efe7b220b4848093
82668,a quantitative assay for the juvenile hormones and their precursors using fluorescent tags,http://orkg.org/orkg/resource/R169108
82696,zenodo.7419275,https://doi.org/10.5281/zenodo.7419275
82797,include papers that use deep neural networks in the area of speech,http://orkg.org/orkg/resource/R46764
82999,extracting a knowledge base of mechanisms from covid-19 papers,http://orkg.org/orkg/resource/R175469
83037,compliance,Compliance
83062,arxiv.2101.05509, https://doi.org/10.48550/arXiv.2101.05509
83076,arxiv.2211.14279,10.48550/arXiv.2211.14279
83115,neural symbolic language model (nslm),http://orkg.org/orkg/resource/R161712
83121,"
sonal gupta and christopher manning. 2011. analyz- ing the dynamics of research by extracting key as- pects of scientific papers. in proceedings of 5th in- ternational joint conference on natural language processing, pages 1–9. asian federation of natural language processing.","
Sonal Gupta and Christopher Manning. 2011. Analyz- ing the dynamics of research by extracting key as- pects of scientific papers. In Proceedings of 5th In- ternational Joint Conference on Natural Language Processing, pages 1–9. Asian Federation of Natural Language Processing."
83146,tldr: extreme summarization of scientific documents,http://orkg.org/orkg/resource/R206387
83250,sustaining surveillance: evaluating syndromic surveillance in the pacific,http://orkg.org/orkg/resource/R145424
83272,webvowl editor: device-independentvisual ontology modeling,http://orkg.org/orkg/resource/R112469
83486,15 to 60,15 to 60
83668,rdfshape: an rdf playground based on shapes,http://orkg.org/orkg/resource/R113062
83846,download?doi=10.1.1.546.2865&rep=rep1&type=pdf,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.546.2865&rep=rep1&type=pdf
83908,design sience,Design sience
83991,chinese named entity recognition using role model,http://orkg.org/orkg/resource/R212728
84025,"stark broadening of high z, higly ionized ions","Stark broadening of high Z, higly ionized ions"
84346,journal of molecular modeling,http://orkg.org/orkg/resource/R75452
84350,journal.pone.0165343,10.1371/journal.pone.0165343
84596,6.3 to 47.1 umol n m-2 d-1,6.3 to 47.1 umol N m-2 d-1
84628,an entity linking model based on candidate features,http://orkg.org/orkg/resource/R283792
84762,scholarly article,http://orkg.org/orkg/resource/wikidata:Q13442814
84779,web-based,http://orkg.org/orkg/resource/R34986
84830,sustainable procurement,http://orkg.org/orkg/resource/wikidata:Q1509111
85126,how to the two multi-level modeling approaches mlt* and deeptelos relate to each other?,http://orkg.org/orkg/resource/R50260
85305,journal.pcbi.1003880,10.1371/journal.pcbi.1003880
85348,vitamin d status is positively correlated with regulatory t cell function in patients with multiple sclerosis,http://orkg.org/orkg/resource/R168954
85667,mesco (meat supply chain ontology): an ontology for supporting traceability in the meat supply chain,http://orkg.org/orkg/resource/R217328
85695,muscular dystrophy in a dog resembling human becker muscular dystrophy,http://orkg.org/orkg/resource/R229241
85714,the arabic knowledge graph: opportunities and challenges,http://orkg.org/orkg/resource/R284241
85837,arxiv preprint arxiv:2003.11529,http://orkg.org/orkg/resource/R51014
86030,deployment,http://orkg.org/orkg/resource/R74344
86377,recognizing unregistered names for mandarin word identification,http://orkg.org/orkg/resource/R213608
86454,https://doi.org/10.25835/0030443,http://orkg.org/orkg/resource/R9569
86594,integrating and navigating engineering design decision-related knowledge using decision knowledge graph,http://orkg.org/orkg/resource/R283404
86665,https://www.wiumlie.no/2006/phd/archive/cajun.cs.nott.ac.uk/compsci/epo/papers/volume5/issue1/ep057rf.pdf,http://orkg.org/orkg/resource/R285258
86734,quantifying and mapping the supply of and demand for carbon storage and sequestration service from urban trees,http://orkg.org/orkg/resource/R169619
86840,semeval-2016 task 7: determining sentiment intensity of english and arabic phrases,http://orkg.org/orkg/resource/R140850
86892,proceedings of the 2007 conference on digital libraries  - jcdl '07,http://orkg.org/orkg/resource/R36053
87059,a contribution to encourage the dissemination of academic publishing: finding diffusion media by means of a search engine based on semantic technologies,http://orkg.org/orkg/resource/R74461
87158,https://www.pac-scenarios.eu/fileadmin/user_upload/pac_scenario_technical_summary_fin.pdf,http://orkg.org/orkg/resource/R112197
87229,"cox, p., betts, r., bunton, c., essery, p., rowntree, r. and smith, j. 1999. the impact of new land surface physics on the gcm simulation of climate and climate sensitivity. clim. dyn., 15, 183–203.","Cox, P., Betts, R., Bunton, C., Essery, P., Rowntree, R. and Smith, J. 1999. The impact of new land surface physics on the GCM simulation of climate and climate sensitivity. Clim. Dyn., 15, 183–203."
87327,antisense pmo cocktails effectively skip dystrophin exons 45-55 in myotubes transdifferentiated from dmd patient fibroblasts,http://orkg.org/orkg/resource/R229116
87452,https://github.com/github-thomas-hartmann/phd-thesis/tree/master/chapter/chapter-9/constraints,http://orkg.org/orkg/resource/R110622
87550,stochastic depth,http://orkg.org/orkg/resource/R126217
87553," cross, iddings, pirsson and washington norm",http://orkg.org/orkg/resource/R160503
87586,p14-5010.pdf,https://aclanthology.org/P14-5010.pdf
87696,data use and effectiveness in electronic surveillance of healthcare associated infections in the 21st century: a systematic review,http://orkg.org/orkg/resource/R146464
87758,journal.pone.0132754,10.1371/journal.pone.0132754
87820,journal.pone.0162497,http://dx.doi.org/10.1371/journal.pone.0162497
87919,"the majority of the migrant factory workers of the light industry in shenzhen, china may be physically inactive",http://orkg.org/orkg/resource/R170985
88021,decker k.l. et al.,Decker K.L. et al.
88095,"conceptual paper based on newspaper resports, blogs about the bp disaster in the gulf of mexico","Conceptual paper based on newspaper resports, blogs about the BP disaster in the Gulf of Mexico"
88099,dokie.li,http://orkg.org/orkg/resource/R8347
88147,arxiv preprint arxiv:1806.03489,http://orkg.org/orkg/resource/R46347
88295,social risks,http://orkg.org/orkg/resource/R74352
88418,journal.pone.0090556,10.1371/journal.pone.0090556
88521,"it supports both behavioral and structural modeling of games with
dedicated dsls","It supports both behavioral and structural modeling of games with
dedicated DSLs"
88602,3527600418.mb9117d0064,10.1002/3527600418.mb9117d0064
88681,sppnet,http://orkg.org/orkg/resource/R126641
88722,internet of things and big data,http://orkg.org/orkg/resource/R146075
89016,s00382-006-0158-0,http://dx.doi.org/10.1007/s00382-006-0158-0
89034,technologies in model factsheet,http://orkg.org/orkg/resource/R136364
89036,"effectiveness of story-centred care intervention program in older persons living in long-term care facilities: a randomized, longitudinal study",http://orkg.org/orkg/resource/R171572
89071,ddppo,https://github.com/facebookresearch/habitat-api/tree/master/habitat_baselines/rl/ddppo
89087,an improved adaptive genetic algorithm for the multi-depot vehicle routing problem with time window,http://orkg.org/orkg/resource/R220068
89276,fake news detection using deep learning,http://orkg.org/orkg/resource/R221022
89510,journal.pone.0073814,10.1371/journal.pone.0073814
89829,2008.13339v2.pdf,https://arxiv.org/abs/2008.13339v2.pdf
90377,"abstract. despite advances in water treatment, outbreaks of waterborne diseases still occur in developed regions including the united states (us) and europe union (eu). water quality impairments attributable to elevated concentrations of fecal indicator bacteria, and associated with health risk, are also very common. research suggests that the impact of such microorganisms on public health may be intensified by the effects of climate change. changes in land use, increases in populations and evolution of agricultural production systems may further aggravate issues on the microbial quality of water in future years. at present, the major regulatory frameworks in these regions, i.e., the us clean water act (cwa) and the eu water framework directive (wfd), do not explicitly address risks posed by climate change. this paper reviews existing us and eu water quality regulatory legislation for robustness to climate change and suggests watershed modeling approaches to inform additional pollution control measures given the likely impacts on microbial fate and transport. comprehensive analysis of future climate and water quality scenarios may only be achievable through the use of watershed-scale models. unless adaptation measures are generated and incorporated into water policy, the potential threat posed to humans from exposure to waterborne pathogens may be amplified. such adaptation measures will assist in achieving the aims of the eu wfd and us cwa and minimize impacts of climate change on microbial water quality.","Abstract. Despite advances in water treatment, outbreaks of waterborne diseases still occur in developed regions including the United States (US) and Europe Union (EU). Water quality impairments attributable to elevated concentrations of fecal indicator bacteria, and associated with health risk, are also very common. Research suggests that the impact of such microorganisms on public health may be intensified by the effects of climate change. Changes in land use, increases in populations and evolution of agricultural production systems may further aggravate issues on the microbial quality of water in future years. At present, the major regulatory frameworks in these regions, i.e., the US Clean Water Act (CWA) and the EU Water Framework Directive (WFD), do not explicitly address risks posed by climate change. This paper reviews existing US and EU water quality regulatory legislation for robustness to climate change and suggests watershed modeling approaches to inform additional pollution control measures given the likely impacts on microbial fate and transport. Comprehensive analysis of future climate and water quality scenarios may only be achievable through the use of watershed-scale models. Unless adaptation measures are generated and incorporated into water policy, the potential threat posed to humans from exposure to waterborne pathogens may be amplified. Such adaptation measures will assist in achieving the aims of the EU WFD and US CWA and minimize impacts of climate change on microbial water quality."
90553,"social support, socio-economic status, health and abuse among older people in seven european countries",http://orkg.org/orkg/resource/R170551
90634,1409608,http://orkg.org/orkg/resource/R70163
90691,scalable indexing of rdf graphs ,http://orkg.org/orkg/resource/R77040
90777,alcohol use in adolescence and risk of disability pension: a 39 year follow-up of a population-based conscription survey,http://orkg.org/orkg/resource/R170483
90813,"number of papers: 15,994 data science publications from 10 conference series focusing on dataset and method concepts, 4,525 biomedical publications focusing on protein concept","Number of papers: 15,994 data science publications from 10 conference series focusing on Dataset and Method concepts, 4,525 biomedical publications focusing on Protein concept"
90946,journal.pone.0003397,10.1371/journal.pone.0003397
90999,proceedings of the fourth acm conference on digital libraries  - dl '99,http://orkg.org/orkg/resource/R196601
91070,budget cost structure,http://orkg.org/orkg/resource/R74348
91096,"forest and wildland fires are a natural part of ecosystems worldwide, but large fires in particular can cause societal, economic and ecological disruption. fires are an important source of greenhouse gases and black carbon that can further amplify and accelerate climate change. in recent years, large forest fires in sweden demonstrate that the issue should also be considered in other parts of fennoscandia. this final report of the project “forest fires in fennoscandia under changing climate and forest cover (iba forestfires)” funded by the ministry for foreign affairs of finland, synthesises current knowledge of the occurrence, monitoring, modelling and suppression of forest fires in fennoscandia. the report also focuses on elaborating the role of forest fires as a source of black carbon (bc) emissions over the arctic and discussing the importance of international collaboration in tackling forest fires. the report explains the factors regulating fire ignition, spread and intensity in fennoscandian conditions. it highlights that the climate in fennoscandia is characterised by large inter-annual variability, which is reflected in forest fire risk. here, the majority of forest fires are caused by human activities such as careless handling of fire and ignitions related to forest harvesting. in addition to weather and climate, fuel characteristics in forests influence fire ignition, intensity and spread. in the report, long-term fire statistics are presented for finland, sweden and the republic of karelia. the statistics indicate that the amount of annually burnt forest has decreased in fennoscandia. however, with the exception of recent large fires in sweden, during the past 25 years the annually burnt area and number of fires have been fairly stable, which is mainly due to effective fire mitigation. land surface models were used to investigate how climate change and forest management can influence forest fires in the future. the simulations were conducted using different regional climate models and greenhouse gas emission scenarios. simulations, extending to 2100, indicate that forest fire risk is likely to increase over the coming decades. the report also highlights that globally, forest fires are a significant source of bc in the arctic, having adverse health effects and further amplifying climate warming. however, simulations made using an atmospheric dispersion model indicate that the impact of forest fires in fennoscandia on the environment and air quality is relatively minor and highly seasonal. efficient forest fire mitigation requires the development of forest fire detection tools including satellites and drones, high spatial resolution modelling of fire risk and fire spreading that account for detailed terrain and weather information. moreover, increasing the general preparedness and operational efficiency of firefighting is highly important. forest fires are a large challenge requiring multidisciplinary research and close cooperation between the various administrative operators, e.g. rescue services, weather services, forest organisations and forest owners is required at both the national and international level.","Forest and wildland fires are a natural part of ecosystems worldwide, but large fires in particular can cause societal, economic and ecological disruption. Fires are an important source of greenhouse gases and black carbon that can further amplify and accelerate climate change. In recent years, large forest fires in Sweden demonstrate that the issue should also be considered in other parts of Fennoscandia. This final report of the project “Forest fires in Fennoscandia under changing climate and forest cover (IBA ForestFires)” funded by the Ministry for Foreign Affairs of Finland, synthesises current knowledge of the occurrence, monitoring, modelling and suppression of forest fires in Fennoscandia. The report also focuses on elaborating the role of forest fires as a source of black carbon (BC) emissions over the Arctic and discussing the importance of international collaboration in tackling forest fires. The report explains the factors regulating fire ignition, spread and intensity in Fennoscandian conditions. It highlights that the climate in Fennoscandia is characterised by large inter-annual variability, which is reflected in forest fire risk. Here, the majority of forest fires are caused by human activities such as careless handling of fire and ignitions related to forest harvesting. In addition to weather and climate, fuel characteristics in forests influence fire ignition, intensity and spread. In the report, long-term fire statistics are presented for Finland, Sweden and the Republic of Karelia. The statistics indicate that the amount of annually burnt forest has decreased in Fennoscandia. However, with the exception of recent large fires in Sweden, during the past 25 years the annually burnt area and number of fires have been fairly stable, which is mainly due to effective fire mitigation. Land surface models were used to investigate how climate change and forest management can influence forest fires in the future. The simulations were conducted using different regional climate models and greenhouse gas emission scenarios. Simulations, extending to 2100, indicate that forest fire risk is likely to increase over the coming decades. The report also highlights that globally, forest fires are a significant source of BC in the Arctic, having adverse health effects and further amplifying climate warming. However, simulations made using an atmospheric dispersion model indicate that the impact of forest fires in Fennoscandia on the environment and air quality is relatively minor and highly seasonal. Efficient forest fire mitigation requires the development of forest fire detection tools including satellites and drones, high spatial resolution modelling of fire risk and fire spreading that account for detailed terrain and weather information. Moreover, increasing the general preparedness and operational efficiency of firefighting is highly important. Forest fires are a large challenge requiring multidisciplinary research and close cooperation between the various administrative operators, e.g. rescue services, weather services, forest organisations and forest owners is required at both the national and international level."
91238,journal.pone.0194178,10.1371/journal.pone.0194178
91320,"ddpm++ cont. (deep, sub-vp)",http://orkg.org/orkg/resource/R117589
91385,"psychiatric diagnoses and risk of suicidal behaviour in young disability pensioners: prospective cohort studies of all 19-23 year olds in sweden in 1995, 2000, and 2005, respectively",http://orkg.org/orkg/resource/R169498
91412, leaf water absorption index (lwai),http://orkg.org/orkg/resource/R143323
91439,17 to 20 m,17 to 20 m
91479,deep3dbox,http://orkg.org/orkg/resource/R122570
91652,d13-1170.pdf,https://aclanthology.org/D13-1170.pdf
91800,2020.findings-emnlp.428.pdf,https://aclanthology.org/2020.findings-emnlp.428.pdf
91886,wdc webtables,http://orkg.org/orkg/resource/R224853
92058,social determinants and the classification of disease: descriptive epidemiology of selected socially mediated disease constellations,http://orkg.org/orkg/resource/R170890
92105,j.ijmecsci.2015.08.002.,"Shaat, M., and A. Abdelkefi. “Modeling the Material Structure and Couple Stress Effects of Nanocrystalline Silicon Beams for Pull-in and Bio-Mass Sensing Applications.” International Journal of Mechanical Sciences 101–102 (October 2015): 280–291. doi:10.1016/j.ijmecsci.2015.08.002."
92130,from social network (centralized vs. decentralized) to collective decision-making (unshared vs. shared consensus),http://orkg.org/orkg/resource/R170445
92190,automated surveillance of health care–associated infections,http://orkg.org/orkg/resource/R146205
92514,journal.pone.0042889,10.1371/journal.pone.0042889
92522,p05-1045.pdf,https://aclanthology.org/P05-1045.pdf
92845,journal of chemical theory and computation,http://orkg.org/orkg/resource/R74959
92878,green public procurement,http://orkg.org/orkg/resource/R259113
92988,2012.12877v2.pdf,https://arxiv.org/abs/2012.12877v2.pdf
93006,addressing some limitations of transformers with feedback memory,http://orkg.org/orkg/resource/R130545
93340,journal.pone.0126284,10.1371/journal.pone.0126284
93470,video-based heart rate measurement using short-time fourier transform,http://orkg.org/orkg/resource/R209916
93489,exploiting syntax when detecting protein names in text,http://orkg.org/orkg/resource/R148576
93490,the chicago school readiness project: examining the long-term impacts of an early childhood intervention,http://orkg.org/orkg/resource/R170132
93646,24 to 87 mmol c m−2 d−1,24 to 87 mmol C m−2 d−1
93763,the cost of dementia in an unequal country: the case of chile,http://orkg.org/orkg/resource/R171314
93900,"local public health surveillance of heroin-related morbidity and mortality, orange county, florida, 2010-2014",http://orkg.org/orkg/resource/R145371
94067,coreferential reasoning learning for language representation,http://orkg.org/orkg/resource/R209228
94124,"mers pui surveillance and restrospective identification in essence-fl, 2013-2015",http://orkg.org/orkg/resource/R145346
94286,hybrid attention,http://orkg.org/orkg/resource/R217198
94768,journal.pone.0139435,10.1371/journal.pone.0139435
94892,1409592,http://orkg.org/orkg/resource/R70180
95091,relation extraction task,http://orkg.org/orkg/resource/R162555
95268,a unified graph-based missing label propagation method (ugmlp),http://orkg.org/orkg/resource/R218429
95460,deep equilibrium models,http://orkg.org/orkg/resource/R130930
95645,scaling disturbance instead of richness to better understand anthropogenic impacts on biodiversity,http://orkg.org/orkg/resource/R54761
95819,source of credibility,Source of Credibility
95834,smartkt: a search framework to assist program comprehension using smart knowledge transfer,http://orkg.org/orkg/resource/R283429
95851, 10.48550/arxiv.2111.09496,http://orkg.org/orkg/resource/R191789
95887,ftto,http://orkg.org/orkg/resource/R198210
96039,journal.pone.0195491,10.1371/journal.pone.0195491
96125,1805.09821v1.pdf,http://arxiv.org/abs/1805.09821v1.pdf
96261,open_access_models,http://orkg.org/orkg/predicate/P57023
96274,this is the subset of the flux-cim reference papers metadata dataset. it contains references to papers related to health science.,This is the subset of the FLUX-CIM reference papers metadata dataset. It contains references to papers related to health science.
96318,this is the subset of the flux-cim reference papers metadata dataset. it contains references to papers related to computer science.,This is the subset of the FLUX-CIM reference papers metadata dataset. It contains references to papers related to computer science.
96335,in which way is requirements prioritization based on benefit and cost estimation currently supported by which published method? ,In which way is requirements prioritization based on benefit and cost estimation currently supported by which published method? 
96344,6-11-07,"Climate change is one of today's biggest problems and a major concern and continues globally. Due to population growth, the increasing needs and industrial activities of people negatively affect most of the natural resources. Hydrology and water supply system; it is in close contact with industry, agriculture, city and economic areas, and water resources are exposed to the negative effects of climate change. The most important effect of the greenhouse effect and global warming caused by human activities and other reasons is the emergence of imbalances in the ecosystem by making the climate warmer and more variable. The negative effects of global climate change are mostly seen on water resources, agricultural activities, forest areas, sea level, soil characteristics, ecological balance, social life, energy, human health and biodiversity. Studies to examine the effects of climate change on hydrological and water resources have theoretical and realistic meanings. It is important to understand the problems in water resources, disturbances in the ecological balance and the causes of many problems caused by climate change and to know the effects of climate change on the ecosystem in order to solve them. Thus, it will be easier to develop strategies that can combat problems that may arise due to climate change today and in the future. Turkey also between in the risk group country in terms of climate change and its adverse effects. In this study, by analyzing climate change, the causes and effects of climate change, and especially the negative effects of climate change on water resources, solution suggestions are presented in order to eliminate or minimize the negative effects that occur. Key Words: Climate, Global warming, Climate change, Water resources. DOI: 10.7176/JSTR/6-11-07"
96394,designing multimedia games for young children’s taxonomic concept development,http://orkg.org/orkg/resource/R27795
96433,"social determinants of pulmonary tuberculosis treatment non-adherence in rio de janeiro, brazil",http://orkg.org/orkg/resource/R171524
96501,1409585,http://orkg.org/orkg/resource/R70156
96751,"objective
this study investigates the possible influence of global climate change (gcc) on exposure to plant protection products (ppp) in the workplace.
methods
the paper has evaluated the main potential relationships between gcc and occupational exposure to pesticides, by highlighting how global warming might affect their future use and by reviewing its possible consequence on workers' exposure.
results
global warming, influencing the spatial and temporal distribution and proliferation of weeds, the impact of already present insect pests and pathogens and the introduction of new infesting species, could cause a changed use of pesticides in terms of higher amounts, doses and types of products applied, so influencing the human exposure to them during agricultural activities. gcc, in particular heat waves, may also potentially have impact on workers' susceptibility to pesticides absorption.
conclusions
prevention policies of health in the workplace must be ready to address new risks from occupational exposure to pesticide, presumably different from current risks, since an increased use may be expected.","OBJECTIVE
This study investigates the possible influence of global climate change (GCC) on exposure to plant protection products (PPP) in the workplace.
METHODS
The paper has evaluated the main potential relationships between GCC and occupational exposure to pesticides, by highlighting how global warming might affect their future use and by reviewing its possible consequence on workers' exposure.
RESULTS
Global warming, influencing the spatial and temporal distribution and proliferation of weeds, the impact of already present insect pests and pathogens and the introduction of new infesting species, could cause a changed use of pesticides in terms of higher amounts, doses and types of products applied, so influencing the human exposure to them during agricultural activities. GCC, in particular heat waves, may also potentially have impact on workers' susceptibility to pesticides absorption.
CONCLUSIONS
Prevention policies of health in the workplace must be ready to address new risks from occupational exposure to pesticide, presumably different from current risks, since an increased use may be expected."
96782,towards effective outbreak detection: a qualitative study to identify factors affecting nurses’ early warning surveillance practice in solomon islands,http://orkg.org/orkg/resource/R145433
96792,"computer aided design to model-based systems engineering. [""digital twin"",2021] ","A digital twin is a virtual representation that serves as the real-time digital counterpart of a physical object or process. Though the concept originated earlier (attributed to Michael Grieves, then of the University of Michigan, in 2002) the first practical definition of digital twin originated from NASA in an attempt to improve physical model simulation of spacecraft in 2010. [Negri E et al, 2017 ] Digital twins are the result of continual improvement in the creation of product design and engineering activities. Product drawings and engineering specifications progressed from handmade drafting to computer aided drafting/computer aided design to model-based systems engineering. [""Digital twin"",2021] "
96795,record.uri?eid=2-s2.0-85072853690&doi=10.1007%2f978-3-030-30639-7_2&partnerid=40&md5=c11be8283c4bb247e076e2b193ba4c04,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072853690&doi=10.1007%2f978-3-030-30639-7_2&partnerID=40&md5=c11be8283c4bb247e076e2b193ba4c04
96854,named entity recognition for south and south east asian languages: taking stock,http://orkg.org/orkg/resource/R213101
97146,sparql query language,http://orkg.org/orkg/resource/R224763
97323,larger than life: humans' nonverbal status cues alter perceived size,http://orkg.org/orkg/resource/R170329
97350,www.e3journals.org,http://www.e3journals.org
97441,2007_bauer_etal_2.pdf,http://pubs.giss.nasa.gov/docs/2007/2007_Bauer_etal_2.pdf
97622,low-resource spoken language identification using self-attentive pooling and deep 1d time-channel separable convolutions,http://orkg.org/orkg/resource/R197071
97647,2-dataset_metadata_huang2006,http://orkg.org/orkg/resource/R280294
97662,zenodo.7416036,https://doi.org/10.5281/zenodo.7416036
97884,record.uri?eid=2-s2.0-84997124448&doi=10.1007%2f978-3-319-49004-5_16&partnerid=40&md5=cdc7212b9de89606b0d5a31cdceae74c,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84997124448&doi=10.1007%2f978-3-319-49004-5_16&partnerID=40&md5=cdc7212b9de89606b0d5a31cdceae74c
98114,724824,http://orkg.org/orkg/resource/R70029
98163,cluster-former: clustering-based sparse transformer for long-range dependency encoding,http://orkg.org/orkg/resource/R130209
98164,2009.06097v1.pdf,https://arxiv.org/abs/2009.06097v1.pdf
98295,drugs4covid,http://orkg.org/orkg/resource/R192394
98604,nltk: the natural language toolkit,http://orkg.org/orkg/resource/R163043
98691,position paper: ontology learning from folksonomies,http://orkg.org/orkg/resource/R143887
98779,summarizing scientific articles: experiments with relevance and rhetorical status,http://orkg.org/orkg/resource/R207042
98810,content presentation modes in mobile language listening tasks: english proficiency as a moderator,http://orkg.org/orkg/resource/R196818
98912,paper-04.pdf,http://ceur-ws.org/Vol-1155/paper-04.pdf
98927,the scientific paper cannot be found easily,the scientific paper cannot be found easily
99186,arxiv.2206.06741,10.48550/arXiv.2206.06741
99204,journal.pone.0150250,10.1371/journal.pone.0150250
99295,value proposition,http://orkg.org/orkg/resource/R74339
99423,journal.pone.0061680,10.1371/journal.pone.0061680
99628,a preliminary study on unknown word problem in chinese word segmentation,http://orkg.org/orkg/resource/R213616
99832,"@book{r187050,
	author = {bao, hanfei},
	title = {the {exploration} {of} {data} {dynamics} {of} {covid}-19},
}
","@book{R187050,
	author = {Bao, Hanfei},
	title = {The {Exploration} {Of} {Data} {Dynamics} {Of} {COVID}-19},
}
"
99914,158.3333333,158.3333333
99965,"there are many health risks associated with climate change and particularly affect those populations in conditions of poverty. based on critical analysis of scientific publications on health and climate change, we’ll try to answer the question on what values and human rights could be problematized on the matter. we think that health determinants created by climate change would be a potential limitation to human capabilities, understood by martha nussbaum as a manifestation of human freedom to be and to do. we mention hans jonas thought concerning the need to have fear of the consequences of our lack of action. we conclude that profound contextual changes associated with climate change should promote the question about their potential effects on neurodevelopment of children living in areas of disasters associated with it. simultaneously, in a perspective where bioethics and neuroethics converge, climate change serves to highlight the responsibility that human beings have, individually and collectively, in the construction of present and future conditions of child development; and particularly, when it occurs in poverty conditions.","There are many health risks associated with climate change and particularly affect those populations in conditions of poverty. Based on critical analysis of scientific publications on health and climate change, we’ll try to answer the question on what values and human rights could be problematized on the matter. We think that health determinants created by climate change would be a potential limitation to human capabilities, understood by Martha Nussbaum as a manifestation of human freedom to be and to do. We mention Hans Jonas thought concerning the need to have fear of the consequences of our lack of action. We conclude that profound contextual changes associated with climate change should promote the question about their potential effects on neurodevelopment of children living in areas of disasters associated with it. Simultaneously, in a perspective where bioethics and neuroethics converge, climate change serves to highlight the responsibility that human beings have, individually and collectively, in the construction of present and future conditions of child development; and particularly, when it occurs in poverty conditions."
100040,pyramid: label prediction model,http://orkg.org/orkg/resource/R218311
100346,firewall,http://orkg.org/orkg/resource/R146140
100368,"they refer to existing protocols used to support the solution; found by asking ""how?""","They refer to existing protocols used to support the solution; found by asking ""How?"""
100845,0.3 -0.43 (nlc),0.3 -0.43 (NLC)
101105,j.compedu.2010.02.023,10.1016/j.compedu.2010.02.023
101182,an effective and intuitive termination criterion for bo that automatically stops the hpo if it is sufficiently close to the global optima. ,An effective and intuitive termination criterion for BO that automatically stops the HPO if it is sufficiently close to the global optima. 
101192,the effect of use and access on citations,http://orkg.org/orkg/resource/R165224
